,Injection_Time,Filling_Time,Plasticizing_Time,Cycle_Time,Clamp_Close_Time,Cushion_Position,Plasticizing_Position,Clamp_Open_Position,Max_Injection_Speed,Max_Screw_RPM,Average_Screw_RPM,Max_Injection_Pressure,Max_Switch_Over_Pressure,Max_Back_Pressure,Average_Back_Pressure,Barrel_Temperature_1,Barrel_Temperature_2,Barrel_Temperature_3,Barrel_Temperature_4,Barrel_Temperature_5,Barrel_Temperature_6,Hopper_Temperature,Mold_Temperature_3,Mold_Temperature_4
119515,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.2030699037032628,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.5463100354219352,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.3953933589243362,0.08830610634104943,0.0418389921826905,0.9459197887726324,0.08742685543232356,-1.2769663330411816,-1.2250830353299604
119547,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.2006658750211245,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.5500674379925935,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.40357651304486547,0.0780246957272875,0.029690835989694075,0.9253011295113149,0.10747559328850931,-1.2769663330411816,-1.2250830353299604
119618,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.17440666505635,-1.2629024000991838,-1.315176282683519,-1.026514029929385,1.3620909291138898,-1.2006658750211245,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.5463100354219352,-1.1694875172749777,-1.1542676151081206,-1.310547468126909,-0.6360642876816928,-0.3953933589243362,0.0780246957272875,0.06613530456869716,0.9046824702499974,0.10747559328850931,-1.2769663330411816,-1.2250830353299604
119781,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1934537889747097,-1.1791454382343742,-1.297009448996887,-1.2310130358213722,-0.5481887367072642,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.3953933589243362,0.06774328511353142,0.029690835989694075,0.8634451517273565,0.12752433114469505,-1.2769663330411816,-1.2250830353299604
120044,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1597973874247736,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.5538248405632517,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.3953933589243362,0.08830610634104943,0.0418389921826905,0.9459197887726324,0.14757306900088007,-1.2769663330411816,-1.2250830353299604
120325,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1597973874247736,-1.1791454382343742,-1.297009448996887,-1.2310130358213722,-0.5481887367072642,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.40357651304486547,0.0780246957272875,0.06613530456869716,0.9253011295113149,0.21774365149752947,-1.2769663330411816,-1.2250830353299604
121101,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.1665151850752384,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.2054739323854011,-1.1791454382343742,-1.297009448996887,-1.236765953024191,-0.5500674379925935,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.38721020480380225,0.08830610634104943,0.029690835989694075,0.9046824702499974,0.20771928256943661,-1.2769663330411816,-1.2250830353299604
121202,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1573933587426353,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.5463100354219352,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6592336045923494,-0.38721020480380225,0.08830610634104943,0.029690835989694075,0.9253011295113149,0.22776802042562236,-1.2769663330411816,-1.2250830353299604
121252,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3625083700273606,-1.1838376742461565,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.5463100354219352,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.682402921503006,-0.40357651304486547,0.06774328511353142,0.0418389921826905,0.9046824702499974,0.21774365149752947,-1.2769663330411816,-1.2250830353299604
121379,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1597973874247736,-1.1791454382343742,-1.297009448996887,-1.236765953024191,-0.5463100354219352,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.38721020480380225,0.0780246957272875,0.0782834607616936,0.9046824702499974,0.20771928256943661,-1.2769663330411816,-1.2250830353299604
121672,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.195857817656848,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.542552632851277,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.40357651304486547,0.06774328511353142,0.053987148375693836,0.9253011295113149,0.20771928256943661,-1.2769663330411816,-1.2250830353299604
122107,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1405651579676672,-1.1791454382343742,-1.297009448996887,-1.2310130358213722,-0.5463100354219352,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6515104989554623,-0.40357651304486547,0.06774328511353142,0.029690835989694075,0.9046824702499974,0.25784112720990027,-1.2769663330411816,-1.2250830353299604
122210,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.1822981450374623,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1501812726962206,-1.1791454382343742,-1.297009448996887,-1.2310130358213722,-0.5444313341366063,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.3953933589243362,0.08830610634104943,0.0418389921826905,0.9046824702499974,0.25784112720990027,-1.2769663330411816,-1.2250830353299604
122311,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1910497602925714,-1.1791454382343742,-1.297009448996887,-1.2281365772199628,-0.5500674379925935,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.3953933589243362,0.0780246957272875,0.09043161695469693,0.9046824702499974,0.25784112720990027,-1.2769663330411816,-1.2250830353299604
122775,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1357571006033906,-1.1791454382343742,-1.297009448996887,-1.2252601186185537,-0.5444313341366063,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.37902705068326836,0.08830610634104943,0.0782834607616936,0.8840638109886799,0.24781675828180738,-1.2769663330411816,-1.2250830353299604
122833,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.1822981450374623,-1.2629024000991838,-1.3145234517080182,-1.026514029929385,1.3620909291138898,-1.1573933587426353,-1.1791454382343742,-1.297009448996887,-1.2281365772199628,-0.5481887367072642,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.3953933589243362,0.0780246957272875,0.053987148375693836,0.9253011295113149,0.24781675828180738,-1.2769663330411816,-1.2250830353299604
122943,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.1822981450374623,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1622014161069119,-1.1791454382343742,-1.297009448996887,-1.2252601186185537,-0.542552632851277,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6592336045923494,-0.38721020480380225,0.09858751695481136,0.0418389921826905,0.9459197887726324,0.22776802042562236,-1.2769663330411816,-1.2250830353299604
122954,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.1822981450374623,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1405651579676672,-1.1791454382343742,-1.297009448996887,-1.2252601186185537,-0.5481887367072642,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6515104989554623,-0.3953933589243362,0.0780246957272875,0.029690835989694075,0.9046824702499974,0.23779238935371452,-1.2769663330411816,-1.2250830353299604
123004,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.1822981450374623,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3625083700273606,-1.1597973874247736,-1.1791454382343742,-1.297009448996887,-1.2252601186185537,-0.542552632851277,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.40357651304486547,0.05746187449976949,0.0782834607616936,0.9253011295113149,0.24781675828180738,-1.2769663330411816,-1.2250830353299604
123165,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.1822981450374623,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3625083700273606,-1.1525853013783587,-1.1791454382343742,-1.297009448996887,-1.2310130358213722,-0.5463100354219352,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.3953933589243362,0.0780246957272875,0.06613530456869716,0.8840638109886799,0.25784112720990027,-1.2769663330411816,-1.2250830353299604
123176,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.1822981450374623,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3625083700273606,-1.1525853013783587,-1.1791454382343742,-1.297009448996887,-1.2310130358213722,-0.5500674379925935,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.37902705068326836,0.09858751695481136,0.029690835989694075,0.9253011295113149,0.25784112720990027,-1.2769663330411816,-1.2250830353299604
123180,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.1822981450374623,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3625083700273606,-1.1766255881997416,-1.1791454382343742,-1.297009448996887,-1.2281365772199628,-0.5463100354219352,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.3953933589243362,0.08830610634104943,0.0418389921826905,0.9871571072952733,0.25784112720990027,-1.2769663330411816,-1.2250830353299604
123292,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1862417029282948,-1.1791454382343742,-1.297009448996887,-1.2281365772199628,-0.5444313341366063,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.37902705068326836,0.09858751695481136,0.0418389921826905,0.9253011295113149,0.25784112720990027,-1.2769663330411816,-1.2250830353299604
123419,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.362925810940832,-1.171817530835465,-1.1791454382343742,-1.297009448996887,-1.2252601186185537,-0.5519461392779225,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6360642876816928,-0.3953933589243362,0.0780246957272875,0.0418389921826905,0.8840638109886799,0.2678654961379931,-1.2769663330411816,-1.2250830353299604
123528,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.17440666505635,-1.2629024000991838,-1.3145234517080182,-1.026514029929385,1.362925810940832,-1.1622014161069119,-1.1791454382343742,-1.297009448996887,-1.2223836600171445,-0.542552632851277,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.3953933589243362,0.08830610634104943,0.053987148375693836,0.9459197887726324,0.2678654961379931,-1.2769663330411816,-1.2250830353299604
123588,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3625083700273606,-1.2030699037032628,-1.1791454382343742,-1.297009448996887,-1.2223836600171445,-0.5500674379925935,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.3953933589243362,0.0780246957272875,0.0418389921826905,0.9459197887726324,0.25784112720990027,-1.2769663330411816,-1.2250830353299604
123919,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1525853013783587,-1.1791454382343742,-1.297009448996887,-1.2310130358213722,-0.5481887367072642,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.3953933589243362,0.0780246957272875,0.053987148375693836,0.8840638109886799,0.05735374864804567,-1.2769663330411816,-1.2250830353299604
123972,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1910497602925714,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.5500674379925935,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.3708438965627391,0.08830610634104943,0.029690835989694075,0.96653844803395,0.00723190400758202,-1.2769663330411816,-1.2250830353299604
123993,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1694135021533267,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.542552632851277,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.3953933589243362,0.08830610634104943,0.0418389921826905,0.8840638109886799,0.00723190400758202,-1.2769663330411816,-1.2250830353299604
124037,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.315176282683519,-1.026514029929385,1.3620909291138898,-1.1405651579676672,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.542552632851277,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.3953933589243362,0.0780246957272875,0.06613530456869716,0.96653844803395,0.0473293797199528,-1.2769663330411816,-1.2250830353299604
124270,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.315176282683519,-1.026514029929385,1.3620909291138898,-1.1838376742461565,-1.1791454382343742,-1.297009448996887,-1.2338894944227814,-0.5444313341366063,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6669567102292363,-0.3953933589243362,0.06774328511353142,0.0782834607616936,0.9459197887726324,0.027280641863767763,-1.2769663330411816,-1.2250830353299604
124444,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.1665151850752384,-1.2629024000991838,-1.315176282683519,-1.026514029929385,1.3625083700273606,-1.1501812726962206,-1.1791454382343742,-1.297009448996887,-1.2310130358213722,-0.5463100354219352,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6515104989554623,-0.3953933589243362,0.08830610634104943,0.0418389921826905,1.0283944258179083,-0.022841202776695883,-1.2769663330411816,-1.2250830353299604
124549,0.9091897861817924,1.6628082687887167,-1.1313519385475428,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3620909291138898,-1.1453732153319438,-1.1791454382343742,-1.297009448996887,-1.2310130358213722,-0.5444313341366063,-1.1611831844448766,-1.1542676151081206,-1.310547468126909,-0.6746798158661189,-0.3953933589243362,0.0780246957272875,0.06613530456869716,0.9871571072952733,-0.042889940632881624,-1.2769663330411816,-1.2250830353299604
124746,0.9091897861817924,1.6628082687887167,-1.1474643699628189,-1.17440666505635,-1.2629024000991838,-1.3148498671957685,-1.026514029929385,1.3625083700273606,-1.147777244014082,-1.1791454382343742,-1.297009448996887,-1.2252601186185537,-0.5481887367072642,-1.1653353508599271,-1.1542676151081206,-1.310547468126909,-0.6592336045923494,-0.3953933589243362,0.0780246957272875,0.005394523603694317,0.842826492466039,-0.06293867848906737,-1.2769663330411816,-1.2250830353299604
